s,p,o
state_3_-7_28_0_9_0,has_lat,lat_35
state_2_-5_5_0_9_0,has_long,long_-48
state_2_-9_8_0_9_500,has_lat,lat_22
state_2_-9_11_0_9_500,transit_to,state_2_-9_10_0_9_0
state_2_-8_14_0_9_2175,transit_to,state_2_-8_12_0_9_2900
state_4_-7_25_0_9_0,has_lat,lat_40
state_2_-8_17_0_9_225,transit_to,state_2_-8_20_0_9_500
state_3_-10_12_0_9_0,has_lat,lat_26
state_2_-3_22_0_9_0,has_lat,lat_22
state_3_-7_17_0_9_1200,has_long,long_-65
state_4_-7_2_0_9_0,transit_to,state_3_-7_4_0_9_0
state_2_-8_24_0_9_2000,escalate_to,state_2_-8_26_0_9_3600
state_3_-5_12_0_9_850,has_lat,lat_32
state_2_-4_32_0_9_150,transit_to,state_2_-4_31_0_9_0
state_2_-8_26_0_9_650,has_lat,lat_19
state_3_-8_5_0_9_150,has_long,long_-84
state_3_-8_19_0_9_200,has_lat,lat_34
state_2_-4_26_0_9_600,has_lat,lat_18
state_2_-10_5_0_9_450,has_long,long_-97
state_1_-4_26_0_9_0,has_lat,lat_14
state_2_-8_27_0_9_700,has_lat,lat_24
state_2_-6_14_0_9_225,has_lat,lat_17
state_1_-4_16_0_9_300,transit_to,state_1_-4_13_0_9_0
state_2_-7_20_0_9_0,transit_to,state_2_-7_23_0_9_0
state_2_-8_15_0_9_350,has_lat,lat_21
state_2_-8_27_0_9_750,transit_to,state_2_-8_27_0_9_0
state_4_-5_14_0_9_0,has_long,long_-47
state_3_-8_14_0_9_0,has_lat,lat_29
state_3_-7_20_0_9_0,has_long,long_-70
state_2_-7_11_0_9_0,has_long,long_-68
state_1_-6_33_0_9_500,has_lat,lat_14
state_2_-5_25_0_9_600,transit_to,state_2_-5_24_0_9_300
state_2_-9_13_0_9_450,transit_to,state_2_-9_15_0_9_500
state_3_-4_21_0_9_0,has_long,long_-40
state_2_-6_26_0_9_0,has_long,long_-58
state_2_-5_34_0_9_250,has_long,long_-47
state_2_-9_11_0_9_0,transit_to,state_3_-9_9_0_9_0
state_4_-10_22_0_9_0,transit_to,state_4_-10_20_0_9_0
state_1_-5_19_0_9_275,has_lat,lat_14
state_2_-6_23_0_9_375,has_long,long_-63
state_2_-9_15_0_9_500,has_lat,lat_17
state_3_-9_11_0_9_0,has_long,long_-93
state_3_-5_13_0_9_0,transit_to,state_3_-5_12_0_9_0
state_2_-8_14_0_9_1450,transit_to,state_2_-8_14_0_9_0
state_2_-5_28_0_9_0,has_long,long_-49
state_2_-7_17_0_9_400,has_long,long_-71
state_3_-10_16_0_9_4375,has_lat,lat_26
state_4_-5_19_0_9_0,has_lat,lat_42
state_3_-4_4_0_9_0,has_lat,lat_29
state_2_-4_36_0_9_0,has_lat,lat_17
state_3_-5_15_0_9_0,has_long,long_-47
state_3_-9_20_0_9_0,transit_to,state_3_-10_19_0_9_0
state_3_-8_9_0_9_0,has_long,long_-77
state_4_-5_25_0_9_0,has_lat,lat_42
state_2_-3_6_0_9_0,has_lat,lat_18
state_3_-8_25_0_9_0,transit_to,state_3_-7_27_0_9_250
state_3_-9_14_0_9_1050,has_long,long_-94
state_2_-6_17_0_9_0,transit_to,state_2_-6_15_0_9_0
state_1_-5_15_0_9_0,has_lat,lat_14
state_1_-4_35_0_9_175,has_lat,lat_14
state_1_-4_25_0_9_0,transit_to,state_1_-4_24_0_9_0
state_4_-5_7_0_9_1100,has_long,long_-48
state_3_-6_15_0_9_750,has_long,long_-59
state_3_-9_13_0_9_0,has_lat,lat_30
state_4_-6_29_0_9_300,has_long,long_-65
state_3_-5_11_0_9_425,transit_to,state_3_-4_14_0_9_425
state_3_-8_11_0_9_600,has_long,long_-79
state_3_-8_44_0_9_200,has_lat,lat_25
state_2_-7_45_0_9_450,transit_to,state_2_-7_41_0_9_825
state_2_-2_24_0_9_500,has_lat,lat_19
state_2_-7_8_0_9_900,has_lat,lat_22
state_2_-9_9_0_9_0,has_long,long_-94
state_4_-6_49_0_9_325,has_long,long_-55
state_3_-8_5_0_9_0,transit_to,state_3_-8_5_0_9_175
state_3_-4_17_0_9_0,has_long,long_-36
state_3_-8_24_0_9_825,has_lat,lat_29
state_1_-6_11_0_9_0,transit_to,state_2_-6_8_0_9_0
state_4_-7_23_0_9_325,has_long,long_-67
state_2_-4_30_0_9_550,escalate_to,state_2_-4_33_0_9_975
state_3_-5_12_0_9_350,has_lat,lat_33
state_3_-7_14_0_9_0,transit_to,state_3_-7_13_0_9_0
state_4_-5_27_0_9_0,transit_to,state_4_-5_29_0_9_0
state_3_-9_20_0_9_550,has_long,long_-86
state_3_-8_10_0_9_0,has_long,long_-76
state_2_-8_11_0_9_0,transit_to,state_2_-8_17_0_9_0
state_3_-6_16_0_9_550,has_lat,lat_31
state_2_-4_32_0_9_225,has_long,long_-44
state_1_-3_23_0_9_0,has_lat,lat_15
state_1_-3_23_0_9_400,has_lat,lat_13
state_2_-7_24_0_9_0,has_lat,lat_24
state_1_-6_20_0_9_1600,has_long,long_-62
state_2_-8_24_0_9_1800,escalate_to,state_2_-8_26_0_9_1950
state_3_-6_12_0_9_0,has_long,long_-63
state_1_-5_30_0_9_0,transit_to,state_1_-6_32_0_9_0
state_3_-4_31_0_9_650,has_long,long_-35
state_2_-7_28_0_9_1050,escalate_to,state_2_-7_24_0_9_750
state_2_-7_15_0_9_350,has_lat,lat_22
state_3_-6_16_0_9_2625,has_lat,lat_28
state_3_-8_12_0_9_650,transit_to,state_4_-8_17_0_9_0
state_3_-7_8_0_9_375,has_lat,lat_29
state_3_-10_16_0_9_625,has_long,long_-97
state_4_-5_34_0_9_525,has_long,long_-45
state_2_-7_21_0_9_0,transit_to,state_2_-7_20_0_9_625
state_3_-9_19_0_9_300,has_lat,lat_27
state_2_-8_13_0_9_350,has_lat,lat_21
state_3_-6_18_0_9_0,has_lat,lat_26
state_1_-4_46_0_9_150,transit_to,state_1_-4_53_0_9_0
state_3_-6_7_0_9_0,has_long,long_-58
state_2_-8_21_0_9_550,has_long,long_-84
state_2_-9_11_0_9_275,has_long,long_-93
state_4_-7_15_0_9_0,has_long,long_-73
state_2_-6_14_0_9_1300,transit_to,state_3_-6_15_0_9_650
state_2_-5_18_0_9_1800,escalate_to,state_2_-5_17_0_9_2500
state_2_-7_18_0_9_2100,has_lat,lat_23
state_2_-5_36_0_9_450,has_long,long_-53
state_1_-5_31_0_9_450,has_long,long_-52
state_1_-3_28_0_9_750,transit_to,state_2_-3_27_0_9_800
state_3_-7_15_0_9_750,transit_to,state_3_-7_16_0_9_0
state_2_-8_10_0_9_850,transit_to,state_2_-8_10_0_9_425
state_1_-4_23_0_9_1300,has_lat,lat_14
state_3_-6_18_0_9_0,has_lat,lat_31
state_2_-7_19_0_9_275,has_long,long_-74
state_3_-9_7_0_9_350,has_long,long_-93
state_2_-8_26_0_9_3600,has_lat,lat_20
state_1_-6_42_0_9_150,has_lat,lat_13
state_3_-8_21_0_9_375,has_long,long_-80
state_2_-8_27_0_9_0,has_long,long_-84
state_2_-9_10_0_9_825,has_lat,lat_24
state_2_-5_23_0_9_0,transit_to,state_2_-5_24_0_9_0
state_3_-5_18_0_9_625,has_lat,lat_35
state_1_-4_31_0_9_175,has_long,long_-44
state_3_-4_21_0_9_0,has_long,long_-41
state_2_-6_33_0_9_450,has_long,long_-60
state_2_-8_36_0_9_0,has_lat,lat_19
state_2_-7_24_0_9_2100,has_lat,lat_17
state_3_-8_10_0_9_1200,transit_to,state_3_-8_11_0_9_900
state_1_-2_21_0_9_150,has_lat,lat_11
state_1_-6_30_0_9_0,has_lat,lat_13
state_2_-4_24_0_9_0,transit_to,state_2_-4_24_0_9_0
state_2_-7_18_0_9_2100,escalate_to,state_2_-7_19_0_9_2300
state_2_-5_36_0_9_1875,has_lat,lat_18
state_2_-3_8_0_9_0,has_long,long_-30
state_2_-8_7_0_9_500,has_long,long_-85
state_4_-4_48_0_9_600,has_lat,lat_43
state_3_-9_11_0_9_150,transit_to,state_3_-9_12_0_9_0
state_3_-8_8_0_9_175,transit_to,state_3_-8_7_0_9_0
state_2_-8_6_0_9_175,transit_to,state_2_-8_10_0_9_400
state_1_-3_24_0_9_0,has_lat,lat_13
state_3_-8_17_0_9_450,has_lat,lat_32
state_1_-8_15_0_9_0,has_long,long_-78
state_3_-6_15_0_9_950,has_lat,lat_27
state_2_-7_35_0_9_2325,has_long,long_-72
state_3_-4_30_0_9_300,has_long,long_-42
state_3_-9_16_0_9_0,has_long,long_-90
state_2_-7_12_0_9_550,has_lat,lat_24
state_2_-8_19_0_9_750,has_lat,lat_22
state_2_-4_22_0_9_450,transit_to,state_2_-4_20_0_9_0
state_3_-7_23_0_9_650,has_lat,lat_28
state_2_-4_17_0_9_400,has_lat,lat_16
state_3_-8_10_0_9_0,has_lat,lat_30
state_4_-10_43_0_9_0,has_lat,lat_36
state_1_-3_18_0_9_650,transit_to,state_1_-3_14_0_9_325
state_3_-9_27_0_9_1875,has_lat,lat_28
state_3_-9_8_0_9_0,transit_to,state_3_-9_6_0_9_0
state_2_-7_16_0_9_600,has_lat,lat_22
state_3_-8_22_0_9_0,has_lat,lat_33
state_3_-6_20_0_9_0,has_lat,lat_29
state_3_-8_12_0_9_175,has_long,long_-77
state_1_-3_25_0_9_0,has_long,long_-27
state_3_-5_17_0_9_375,transit_to,state_3_-5_19_0_9_0
state_3_-6_47_0_9_0,transit_to,state_3_-5_54_0_9_1150
state_3_-6_18_0_9_800,has_long,long_-58
state_4_-3_38_0_9_0,has_lat,lat_41
state_2_-4_5_0_9_275,transit_to,state_2_-4_5_0_9_0
state_1_-5_38_0_9_675,escalate_to,state_1_-5_38_0_9_1100
state_4_-5_15_0_9_0,has_long,long_-55
state_1_-5_30_0_9_175,transit_to,state_1_-6_28_0_9_175
state_1_-8_26_0_9_400,transit_to,state_1_-8_28_0_9_450
state_2_-8_14_0_9_0,transit_to,state_2_-8_16_0_9_175
state_1_-4_23_0_9_675,has_long,long_-43
state_2_-10_7_0_9_0,has_lat,lat_24
state_3_-9_8_0_9_125,transit_to,state_3_-9_8_0_9_150
state_3_-5_12_0_9_350,transit_to,state_3_-5_16_0_9_0
state_2_-6_14_0_9_0,has_long,long_-55
state_4_-6_20_0_9_350,has_lat,lat_37
state_1_-5_21_0_9_400,has_long,long_-48
state_3_-4_19_0_9_350,has_lat,lat_33
state_1_-6_33_0_9_150,has_lat,lat_11
state_2_-5_20_0_9_0,transit_to,state_2_-5_21_0_9_0
state_2_-8_29_0_9_600,has_lat,lat_16
state_2_-8_11_0_9_0,has_long,long_-83
state_3_-8_5_0_9_200,has_lat,lat_33
state_2_-9_16_0_9_175,has_long,long_-88
state_1_-5_40_0_9_900,has_long,long_-51
state_3_-6_19_0_9_2300,has_lat,lat_30
state_4_-6_15_0_9_1000,has_lat,lat_39
state_2_-6_22_0_9_1250,transit_to,state_2_-6_22_0_9_0
state_3_-7_7_0_9_850,has_long,long_-68
state_2_-6_17_0_9_375,has_lat,lat_20
state_2_-9_18_0_9_0,has_lat,lat_22
state_3_-5_9_0_9_0,has_long,long_-52
state_1_-4_24_0_9_900,transit_to,state_2_-4_24_0_9_950
state_2_-3_6_0_9_0,transit_to,state_2_-3_8_0_9_200
state_3_-10_4_0_9_200,has_lat,lat_25
state_3_-9_18_0_9_1200,has_long,long_-88
state_2_-8_32_0_9_550,has_long,long_-85
state_2_-7_8_0_9_550,transit_to,state_2_-7_8_0_9_600
state_2_-5_17_0_9_0,has_lat,lat_24
state_4_-5_15_0_9_0,transit_to,state_4_-5_26_0_9_0
state_2_-9_33_0_9_3000,has_lat,lat_16
state_3_-7_33_0_9_0,has_long,long_-71
state_2_-6_30_0_9_0,has_long,long_-61
state_2_-7_15_0_9_900,has_lat,lat_18
state_1_-4_46_0_9_150,has_long,long_-42
state_3_-6_9_0_9_0,transit_to,state_3_-7_7_0_9_0
state_2_-8_29_0_9_0,has_long,long_-75
state_2_-4_31_0_9_2550,has_long,long_-39
state_2_-9_17_0_9_550,has_long,long_-93
state_2_-2_15_0_9_200,transit_to,state_2_-2_16_0_9_200
state_1_-4_11_0_9_150,has_lat,lat_10
state_2_-7_27_0_9_0,transit_to,state_2_-7_26_0_9_0
state_1_-3_17_0_9_1050,has_long,long_-34
state_1_-6_41_0_9_0,has_long,long_-62
state_2_-8_5_0_9_400,escalate_to,state_2_-8_6_0_9_750
state_2_-5_15_0_9_250,has_lat,lat_19
state_2_-9_40_0_9_225,has_lat,lat_20
state_3_-3_6_0_9_450,has_long,long_-31
state_2_-4_22_0_9_675,has_lat,lat_17
state_2_-6_12_0_9_1350,has_lat,lat_21
state_3_-6_20_0_9_0,transit_to,state_3_-6_23_0_9_0
state_3_-9_13_0_9_0,transit_to,state_3_-9_18_0_9_375
state_3_-6_7_0_9_150,has_long,long_-63
state_4_-3_4_0_9_450,transit_to,state_4_-3_4_0_9_475
state_3_-6_28_0_9_325,transit_to,state_3_-6_29_0_9_700
state_3_-8_25_0_9_0,has_long,long_-76
state_1_-3_23_0_9_0,has_long,long_-29
state_4_-5_28_0_9_0,transit_to,state_4_-5_32_0_9_525
state_3_-8_10_0_9_125,has_lat,lat_28
state_4_-5_22_0_9_0,has_long,long_-48
state_3_-10_10_0_9_0,has_lat,lat_32
state_3_-8_21_0_9_350,has_lat,lat_27
state_1_-8_20_0_9_250,has_long,long_-83
state_2_-9_7_0_9_0,transit_to,state_2_-9_4_0_9_0
state_4_-5_66_0_9_1625,has_lat,lat_44
state_4_-8_26_0_9_0,transit_to,state_4_-8_23_0_9_0
state_4_-6_31_0_9_0,has_long,long_-60
state_3_-6_16_0_9_325,has_lat,lat_31
state_4_-6_43_0_9_0,transit_to,state_5_-5_66_0_9_0
state_4_-7_24_0_9_600,has_long,long_-66
state_2_-8_21_0_9_675,transit_to,state_2_-8_20_0_9_1350
state_1_-6_15_0_9_1700,has_lat,lat_14
state_3_-4_23_0_9_650,has_long,long_-42
state_1_-5_26_0_9_0,has_lat,lat_12
state_2_-10_1_0_9_0,has_lat,lat_22
state_3_-5_30_0_9_600,transit_to,state_3_-5_28_0_9_0
state_3_-3_6_0_9_0,has_long,long_-32
state_2_-5_28_0_9_250,has_lat,lat_19
state_3_-6_15_0_9_1000,has_lat,lat_29
state_2_-9_23_0_9_1200,has_lat,lat_21
state_4_-6_37_0_9_350,transit_to,state_4_-6_35_0_9_350
state_2_-7_14_0_9_0,has_long,long_-72
long_-71,in_long_zone,long_-7
state_2_-4_19_0_9_0,has_lat,lat_16
state_2_-4_26_0_9_0,has_lat,lat_21
state_3_-9_22_0_9_225,transit_to,state_3_-9_22_0_9_225
state_3_-8_20_0_9_800,has_lat,lat_34
state_2_-6_18_0_9_0,transit_to,state_2_-6_15_0_9_225
state_3_-8_20_0_9_0,transit_to,state_3_-8_16_0_9_0
state_4_-4_19_0_9_550,has_lat,lat_38
state_3_-7_17_0_9_600,has_lat,lat_27
state_3_-5_29_0_9_550,has_lat,lat_26
state_2_-5_16_0_9_1725,has_long,long_-53
state_2_-8_3_0_9_0,has_long,long_-83
state_1_-3_16_0_9_175,has_long,long_-35
state_2_-3_34_0_9_400,has_lat,lat_17
state_3_-7_3_0_9_375,has_lat,lat_33
state_2_-5_24_0_9_250,transit_to,state_2_-5_18_0_9_0
state_3_-4_16_0_9_950,transit_to,state_3_-4_17_0_9_950
state_3_-7_22_0_9_550,transit_to,state_3_-6_22_0_9_0
state_3_-8_21_0_9_0,transit_to,state_3_-8_24_0_9_0
state_2_-6_14_0_9_2900,has_lat,lat_22
state_2_-8_5_0_9_575,transit_to,state_2_-8_9_0_9_0
state_3_-4_21_0_9_300,transit_to,state_3_-4_23_0_9_900
state_4_-5_36_0_9_0,has_lat,lat_44
state_4_-7_36_0_9_0,has_lat,lat_40
state_3_-6_33_0_9_0,has_long,long_-58
state_1_-8_33_0_9_9000,escalate_to,state_1_-8_36_0_9_5250
state_3_-10_10_0_9_225,has_lat,lat_30
state_2_-8_29_0_9_200,has_lat,lat_20
state_3_-8_12_0_9_1275,has_lat,lat_33
state_3_-6_19_0_9_1200,has_long,long_-59
state_2_-6_8_0_9_0,has_long,long_-63
state_2_-8_13_0_9_2250,has_lat,lat_22
state_3_-7_8_0_9_825,has_lat,lat_25
state_2_-8_7_0_9_200,transit_to,state_2_-8_10_0_9_200
state_3_-8_21_0_9_0,has_long,long_-76
state_3_-7_17_0_9_150,transit_to,state_4_-7_18_0_9_150
state_3_-8_18_0_9_0,has_long,long_-78
state_3_-7_18_0_9_225,has_lat,lat_32
state_3_-6_8_0_9_175,escalate_to,state_3_-6_6_0_9_675
state_4_-6_16_0_9_275,transit_to,state_4_-6_16_0_9_275
state_2_-8_13_0_9_400,has_long,long_-82
state_3_-8_8_0_9_0,transit_to,state_3_-8_10_0_9_0
state_1_-6_33_0_9_0,transit_to,state_2_-6_21_0_9_0
state_2_-6_10_0_9_500,has_lat,lat_16
state_2_-7_24_0_9_225,has_lat,lat_24
state_1_-5_30_0_9_0,transit_to,state_1_-5_35_0_9_0
state_3_-5_21_0_9_0,has_lat,lat_26
state_3_-9_6_0_9_250,transit_to,state_3_-9_9_0_9_250
state_2_-8_14_0_9_400,has_lat,lat_18
state_3_-3_11_0_9_350,has_lat,lat_28
state_1_-7_38_0_9_0,has_lat,lat_11
state_2_-7_27_0_9_550,has_lat,lat_16
state_2_-7_19_0_9_475,has_lat,lat_23
state_2_-8_12_0_9_650,transit_to,state_2_-8_11_0_9_750
state_4_-7_37_0_9_0,transit_to,state_4_-6_42_0_9_325
state_2_-8_23_0_9_0,has_long,long_-82
state_2_-6_17_0_9_400,has_lat,lat_18
state_4_-7_42_0_9_400,has_long,long_-68
state_2_-9_7_0_9_0,has_lat,lat_24
state_3_-8_9_0_9_700,has_lat,lat_31
state_4_-6_11_0_9_0,has_lat,lat_37
state_2_-6_40_0_9_0,has_long,long_-64
state_3_-5_31_0_9_350,has_long,long_-53
state_4_-5_21_0_9_600,transit_to,state_4_-4_28_0_9_300
state_2_-9_10_0_9_150,transit_to,state_2_-9_9_0_9_400
state_1_-4_13_0_9_0,transit_to,state_1_-4_10_0_9_0
state_2_-7_17_0_9_0,transit_to,state_2_-7_14_0_9_0
state_2_-9_15_0_9_325,has_lat,lat_21
state_2_-3_32_0_9_0,transit_to,state_2_-4_30_0_9_0
state_4_-3_14_0_9_0,has_long,long_-29
state_2_-4_18_0_9_450,transit_to,state_2_-4_19_0_9_450
state_4_-5_24_0_9_1000,has_lat,lat_36
state_2_-7_20_0_9_700,has_long,long_-68
state_1_-3_31_0_9_150,has_long,long_-30
state_2_-9_20_0_9_250,has_lat,lat_21
state_2_-8_7_0_9_500,has_lat,lat_18
state_3_-5_29_0_9_0,has_lat,lat_31
state_2_-8_31_0_9_3100,has_long,long_-85
state_3_-7_6_0_9_700,transit_to,state_3_-7_8_0_9_350
state_3_-5_19_0_9_625,has_long,long_-50
state_2_-6_9_0_9_400,has_lat,lat_24
state_3_-5_20_0_9_650,transit_to,state_3_-5_17_0_9_325
state_2_-10_10_0_9_0,transit_to,state_2_-10_12_0_9_450
state_1_-4_32_0_9_175,has_long,long_-38
state_2_-7_22_0_9_1600,has_long,long_-75
state_3_-9_17_0_9_825,has_long,long_-95
state_1_-7_36_0_9_1950,has_long,long_-67
state_1_-4_27_0_9_0,has_lat,lat_12
state_4_-4_31_0_9_450,has_lat,lat_36
state_3_-8_22_0_9_0,transit_to,state_4_-7_24_0_9_0
long_-61,in_long_zone,long_-6
state_3_-8_3_0_9_300,has_lat,lat_29
state_3_-6_20_0_9_300,has_lat,lat_29
state_2_-6_14_0_9_150,has_long,long_-63
state_4_-6_29_0_9_0,has_lat,lat_37
state_2_-8_14_0_9_0,transit_to,state_2_-8_10_0_9_1600
state_2_-4_32_0_9_0,transit_to,state_2_-5_27_0_9_0
state_2_-6_31_0_9_250,transit_to,state_2_-7_27_0_9_900
state_1_-4_19_0_9_600,transit_to,state_1_-4_23_0_9_675
state_1_-8_9_0_9_975,escalate_to,state_2_-8_10_0_9_1500
state_2_-4_32_0_9_150,has_lat,lat_17
state_2_-9_6_0_9_0,transit_to,state_2_-9_0_0_9_0
state_3_-9_7_0_9_175,has_long,long_-88
state_3_-8_6_0_9_400,has_long,long_-76
state_3_-8_24_0_9_400,has_long,long_-81
state_2_-4_26_0_9_400,has_lat,lat_16
state_2_-2_17_0_9_0,transit_to,state_2_-3_24_0_9_0
state_3_-4_38_0_9_0,has_long,long_-39
state_3_-6_15_0_9_750,has_lat,lat_28
state_2_-9_29_0_9_450,has_lat,lat_20
state_3_-7_30_0_9_0,transit_to,state_3_-7_29_0_9_0
state_3_-4_21_0_9_0,has_long,long_-44
state_2_-2_13_0_9_0,has_lat,lat_16
state_2_-8_15_0_9_350,has_lat,lat_17
state_2_-5_17_0_9_1200,has_lat,lat_21
state_3_-6_21_0_9_1200,has_long,long_-62
state_4_-4_67_0_9_0,has_lat,lat_42
state_2_-9_11_0_9_0,has_lat,lat_21
state_2_-4_11_0_9_0,has_long,long_-43
state_4_-6_35_0_9_0,has_lat,lat_42
state_2_-5_24_0_9_550,has_long,long_-49
state_2_-7_16_0_9_1725,transit_to,state_3_-7_16_0_9_1150
state_1_-5_16_0_9_175,has_long,long_-48
state_1_-3_14_0_9_650,has_lat,lat_13
state_3_-8_27_0_9_700,has_lat,lat_29
state_2_-6_36_0_9_0,transit_to,state_2_-6_35_0_9_0
state_2_-8_14_0_9_300,has_lat,lat_23
state_3_-5_20_0_9_0,has_lat,lat_33
long_-82,in_long_zone,long_-8
state_3_-7_7_0_9_0,escalate_to,state_3_-7_8_0_9_675
state_2_-4_27_0_9_0,has_long,long_-37
state_2_-4_19_0_9_0,has_lat,lat_23
state_2_-4_31_0_9_150,transit_to,state_2_-4_35_0_9_175
state_3_-3_19_0_9_600,escalate_to,state_3_-3_26_0_9_1000
state_1_-5_19_0_9_0,transit_to,state_1_-5_22_0_9_0
state_2_-5_25_0_9_175,transit_to,state_2_-5_26_0_9_0
state_3_-7_8_0_9_350,has_long,long_-72
state_4_-6_46_0_9_350,has_lat,lat_38
state_2_-9_11_0_9_400,transit_to,state_3_-9_9_0_9_450
state_3_-8_19_0_9_250,transit_to,state_3_-8_23_0_9_500
state_3_-10_10_0_9_225,has_long,long_-95
state_3_-7_1_0_9_600,has_long,long_-66
state_3_-4_14_0_9_0,has_lat,lat_35
state_1_-8_23_0_9_0,has_lat,lat_11
state_1_-5_27_0_9_0,transit_to,state_1_-5_24_0_9_0
state_4_-7_7_0_9_0,has_lat,lat_35
state_1_-5_22_0_9_0,has_long,long_-55
state_2_-6_20_0_9_225,has_lat,lat_19
state_1_-5_34_0_9_400,has_lat,lat_15
state_2_-6_29_0_9_175,transit_to,state_2_-6_30_0_9_200
state_3_-7_12_0_9_0,transit_to,state_4_-7_22_0_9_200
state_2_-6_14_0_9_0,has_lat,lat_22
state_3_-5_20_0_9_525,has_lat,lat_30
state_1_-4_23_0_9_175,transit_to,state_1_-4_20_0_9_175
state_2_-10_7_0_9_0,has_lat,lat_20
state_3_-8_21_0_9_0,transit_to,state_3_-8_26_0_9_0
state_2_-5_4_0_9_0,has_long,long_-54
state_2_-8_29_0_9_400,has_long,long_-80
state_3_-7_20_0_9_150,transit_to,state_3_-7_21_0_9_150
state_1_-9_29_0_9_350,has_long,long_-86
state_3_-9_27_0_9_0,has_long,long_-90
state_2_-3_51_0_9_0,has_long,long_-31
state_2_-8_8_0_9_2625,has_long,long_-84
state_2_-8_10_0_9_175,transit_to,state_2_-8_12_0_9_400
state_1_-6_35_0_9_225,transit_to,state_2_-6_39_0_9_225
state_2_-3_18_0_9_900,has_lat,lat_16
state_2_-8_6_0_9_0,has_long,long_-81
state_4_-6_18_0_9_0,transit_to,state_4_-6_15_0_9_400
state_1_-4_38_0_9_150,has_lat,lat_13
state_3_-8_20_0_9_200,transit_to,state_3_-8_21_0_9_200
state_3_-4_7_0_9_0,has_lat,lat_31
state_2_-10_5_0_9_0,has_lat,lat_21
state_2_-5_17_0_9_0,transit_to,state_2_-5_16_0_9_0
state_3_-6_7_0_9_150,has_lat,lat_30
state_2_-9_33_0_9_3000,transit_to,state_2_-9_36_0_9_625
state_2_-5_18_0_9_0,has_long,long_-45
state_2_-6_9_0_9_150,transit_to,state_2_-6_11_0_9_175
state_2_-4_32_0_9_900,transit_to,state_2_-4_33_0_9_650
state_2_-5_19_0_9_1950,transit_to,state_2_-5_18_0_9_0
state_2_-2_11_0_9_150,has_lat,lat_17
state_4_-8_13_0_9_0,transit_to,state_4_-8_17_0_9_0
state_3_-6_17_0_9_0,transit_to,state_3_-6_21_0_9_0
state_4_-7_40_0_9_450,has_long,long_-65
state_1_-5_20_0_9_450,has_lat,lat_14
state_3_-7_17_0_9_275,escalate_to,state_3_-7_19_0_9_975
state_2_-7_20_0_9_625,has_lat,lat_23
state_3_-9_11_0_9_350,transit_to,state_3_-9_5_0_9_0
state_2_-5_28_0_9_1050,has_lat,lat_25
state_3_-9_12_0_9_550,has_lat,lat_28
state_3_-9_29_0_9_150,has_long,long_-88
state_2_-5_8_0_9_0,has_long,long_-55
state_2_-4_20_0_9_250,has_long,long_-42
state_2_-8_5_0_9_250,transit_to,state_2_-8_9_0_9_250
state_4_-7_30_0_9_1425,has_lat,lat_36
state_1_-8_37_0_9_0,has_lat,lat_11
state_3_-4_33_0_9_175,has_long,long_-39
state_2_-9_14_0_9_0,has_long,long_-87
state_2_-8_36_0_9_550,transit_to,state_2_-8_33_0_9_300
state_1_-3_19_0_9_0,has_long,long_-31
state_3_-10_22_0_9_0,has_lat,lat_28
state_2_-3_26_0_9_850,has_long,long_-32
state_3_-9_14_0_9_0,transit_to,state_3_-9_15_0_9_0
state_2_-4_30_0_9_175,has_lat,lat_18
state_3_-8_8_0_9_0,has_lat,lat_26
state_3_-7_10_0_9_175,has_lat,lat_32
state_4_-6_13_0_9_0,has_lat,lat_38
state_3_-6_5_0_9_0,has_lat,lat_34
state_1_-3_24_0_9_450,has_lat,lat_14
state_1_-5_24_0_9_0,has_long,long_-47
state_3_-9_12_0_9_0,has_long,long_-91
state_3_-8_15_0_9_0,has_long,long_-79
state_3_-9_28_0_9_175,has_long,long_-90
state_1_-4_28_0_9_825,has_lat,lat_13
state_2_-5_28_0_9_3750,has_lat,lat_16
state_2_-10_8_0_9_125,has_long,long_-97
state_1_-5_31_0_9_450,has_long,long_-51
state_2_-9_23_0_9_1500,has_long,long_-87
state_1_-4_12_0_9_450,transit_to,state_1_-4_12_0_9_225
state_2_-8_25_0_9_225,transit_to,state_2_-8_21_0_9_225
state_2_-2_4_0_9_0,transit_to,state_2_-2_7_0_9_0
state_1_-4_22_0_9_975,has_long,long_-40
state_3_-7_7_0_9_325,has_lat,lat_31
state_1_-3_27_0_9_175,transit_to,state_1_-3_26_0_9_400
state_2_-7_12_0_9_150,transit_to,state_2_-7_14_0_9_150
state_3_-10_25_0_9_0,has_lat,lat_29
state_2_-6_23_0_9_3250,has_lat,lat_18
state_2_-5_26_0_9_2250,escalate_to,state_2_-5_23_0_9_5175
state_3_-7_14_0_9_1300,has_lat,lat_31
state_2_-4_16_0_9_650,transit_to,state_2_-4_22_0_9_700
state_2_-8_20_0_9_0,has_lat,lat_16
state_2_-6_17_0_9_700,has_lat,lat_20
state_2_-3_38_0_9_0,has_long,long_-28
state_2_-9_20_0_9_450,has_long,long_-88
state_1_-3_30_0_9_750,has_long,long_-33
state_4_-5_32_0_9_1050,transit_to,state_4_-5_38_0_9_1050
state_2_-9_7_0_9_275,transit_to,state_2_-9_11_0_9_275
state_2_-7_12_0_9_0,has_long,long_-68
state_2_-10_12_0_9_400,has_lat,lat_21
state_3_-8_6_0_9_400,transit_to,state_3_-8_7_0_9_200
